table sorted
input i1 i0 r2 r1 r0 
output r2 r1 r0 
00100,011
00101,110
00111,111
00000,101
00011,011
00010,101
00001,101
00110,111
01100,100
01101,101
01111,100
01000,000
01011,011
01010,111
01001,001
01110,110
10100,100
10101,101
10111,101
10000,000
10011,011
10010,111
10001,001
10110,110
11100,100
11101,101
11111,000
11000,000
11011,011
11010,010
11001,111
11110,001
end
