table unsorted
input i1 i0 r2 r1 r0 
output r2 r1 r0 
00000,000
00001,011
00010,010
00011,110
00100,001
00101,010
00110,110
00111,111
01000,100
01001,001
01010,101
01011,011
01100,100
01101,110
01110,110
01111,111
10000,000
10001,001
10010,100
10011,110
10100,100
10101,000
10110,110
10111,110
11000,100
11001,001
11010,000
11011,101
11100,100
11101,000
11110,110
11111,111
end
